put_call,symbol,description,exchange_name,bid,ask,last,mark,bid_size,ask_size,bid_ask_size,last_size,high_price,low_price,open_price,close_price,total_volume,trade_time_in_long,quote_time_in_long,net_change,volatility,delta,gamma,theta,vega,rho,open_interest,time_value,theoretical_option_value,theoretical_volatility,strike_price,expiration_date,days_to_expiration,expiration_type,last_trading_day,multiplier,settlement_type,deliverable_note,percent_change,mark_change,mark_percent_change,intrinsic_value,extrinsic_value,option_root,exercise_type,high_52_week,low_52_week,penny_pilot,non_standard,in_the_money,mini,c_breakeven_price,c_net_investment,m_equity_required,c_pts_downside_protection,c_profit_if_exercised,c_profit_if_unchanged,m_net_investment,m_debit_balance,c_downside_protection,c_return_if_exercised,c_return_if_unchanged,m_interest_changes,m_profit_if_unchanged,c_annualized_return_if_unchanged,m_profit_if_exercised,m_return_if_unchanged,m_breakeven_price,m_return_if_exercised,m_pts_downside_protection,m_annualized_return_if_unchanged,m_downside_protection
CALL,AAPL  250703C00200000,AAPL 07/03/2025 200.00 C,OPR,7.8,8.25,8.52,8.03,28,58,28X58,2,8.64,6.4,0,8.21,1164,1748635133563,1748635199901,0.31,29.858,0.548,0.022,-0.115,0.243,0.095,684,7.67,8.0,29,200.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,3.78,-0.18,-2.25,0.85,7.67,AAPL,A,10.3,5.55,true,false,true,false,192.2,19220.65,20.0,-184.39999999999998,779.3499999999985,779.3499999999985,-759.35,180.0,-0.9219999999999999,0.04054753611350285,0.04054753611350285,1.7,1538.6999999999985,0.4352897259243688,777.6499999999985,-2.0263383156647112,-5.7764999999999995,-1.0240995588332107,205.7765,-21.753337800518224,1.0288825
CALL,AAPL  250703C00205000,AAPL 07/03/2025 205.00 C,OPR,5.2,5.6,5.75,5.4,72,11,72X11,1,5.98,4.3,0,5.38,972,1748635168156,1748635199992,0.38,28.55,0.437,0.022,-0.108,0.241,0.077,706,5.75,5.4,29,205.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,7.07,0.03,0.47,-4.15,9.9,AAPL,A,7.8,4.3,true,false,false,false,194.8,19480.65,20.0,-189.60000000000002,1019.3499999999985,519.3499999999985,-499.35,180.0,-0.9480000000000002,0.05232628274723885,0.02665978804608668,1.7,1018.6999999999986,0.2862006657888717,1017.6499999999985,-2.0400520676879914,-3.1765000000000003,-2.0379493341343715,203.1765,-21.90055896194461,1.0158825
CALL,AAPL  250703C00210000,AAPL 07/03/2025 210.00 C,OPR,3.3,3.65,3.65,3.47,96,6,96X6,7,3.92,2.68,0,3.5,1150,1748635145666,1748635199869,0.15,27.75,0.326,0.021,-0.095,0.221,0.058,549,3.65,3.475,29,210.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,4.29,-0.03,-0.71,-9.15,12.8,AAPL,A,5.3,2.68,true,false,false,false,196.7,19670.65,20.0,-193.39999999999998,1329.3499999999985,329.34999999999854,-309.35,180.0,-0.9669999999999999,0.06758037990610369,0.016743218958193987,1.7,638.6999999999986,0.17974337999237663,1327.6499999999985,-2.064651689025371,-1.2765000000000002,-4.291740746727003,201.2765,-22.16464313218413,1.0063825
CALL,AAPL  250703C00215000,AAPL 07/03/2025 215.00 C,OPR,1.96,2.44,2.4,2.2,74,81,74X81,1,2.45,1.67,0,2.19,383,1748635119598,1748635199901,0.21,27.612,0.232,0.018,-0.08,0.187,0.041,406,2.4,2.2,29,215.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,9.57,0.01,0.23,-14.15,16.55,AAPL,A,3.9,1.67,true,false,false,false,198.04,19804.65,20.0,-196.07999999999998,1695.3499999999985,195.34999999999854,-175.35,180.0,-0.9803999999999999,0.08560363349011461,0.009863845107083363,1.7,370.69999999999857,0.10589127835545374,1693.6499999999985,-2.114057599087531,0.06350000000000006,-9.65868263473053,199.9365,-22.695030107851437,0.9996825
CALL,AAPL  250711C00195000,AAPL 07/11/2025 195.00 C,OPR,10.9,12.1,11.7,11.5,107,7,107X7,1,11.7,9.95,0,11.84,62,1748634582065,1748635199996,-0.14,31.252,0.655,0.017,-0.114,0.252,0.137,16,5.85,12.434,29,195.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,-1.18,-0.34,-2.87,5.85,5.85,AAPL,A,12.65,9.95,true,false,true,false,189.1,18910.65,20.0,-178.2,589.3499999999985,1089.3499999999985,-1069.35,180.0,-0.891,0.031164978464515946,0.05760510611745225,2.1,2158.6999999999985,0.5006158031635731,587.2499999999985,-2.018702950390423,-8.872499999999999,-0.549165380838826,208.8725,-17.543489926012008,1.0443625
CALL,AAPL  250711C00200000,AAPL 07/11/2025 200.00 C,OPR,8.8,9.05,9.05,8.93,1,3,1X3,2,9.05,7.4,0,8.41,139,1748634905193,1748635199846,0.64,28.477,0.565,0.02,-0.109,0.269,0.121,33,8.2,8.865,29,200.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,7.61,0.52,6.14,0.85,8.2,AAPL,A,10.5,7.4,true,false,true,false,191.2,19120.65,20.0,-182.39999999999998,879.3499999999985,879.3499999999985,-859.3500000000001,180.0,-0.9119999999999999,0.0459895453344943,0.0459895453344943,2.1,1738.6999999999987,0.39967104874024806,877.2499999999985,-2.0232734043172145,-6.772500000000001,-1.0208296968639068,206.7725,-17.58320934704246,1.0338625000000001
CALL,AAPL  250711C00205000,AAPL 07/11/2025 205.00 C,OPR,5.25,7.45,6.77,6.35,119,130,119X130,1,6.77,5.05,0,6.3,37,1748634980143,1748635201603,0.47,27.917,0.462,0.021,-0.105,0.271,0.1,46,6.77,6.35,29,205.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,7.47,0.05,0.86,-4.15,10.92,AAPL,A,7.75,5.05,true,false,false,false,194.75,19475.65,20.0,-189.5,1024.3499999999985,524.3499999999985,-504.35,180.0,-0.9475,0.05259644735862466,0.02692336327670699,2.1,1028.6999999999985,0.23397684752376313,1022.2499999999985,-2.0396550014870596,-3.2225,-2.0268662635074817,203.2225,-17.72557322720897,1.0161125
CALL,AAPL  250711C00210000,AAPL 07/11/2025 210.00 C,OPR,4.15,5.4,4.35,4.78,1,119,1X119,1,4.35,3.35,0,4.18,63,1748635151301,1748635199971,0.17,29.05,0.37,0.019,-0.101,0.258,0.08,12,4.35,4.775,29,210.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,4.06,0.59,14.14,-9.15,13.5,AAPL,A,4.92,3.35,true,false,false,false,195.85,19585.65,20.0,-191.7,1414.3499999999985,414.34999999999854,-394.3500000000001,180.0,-0.9584999999999999,0.07221358494612119,0.021155795186782084,2.1,808.6999999999987,0.1838539343613205,1412.2499999999986,-2.0507163687079966,-2.122500000000001,-3.581209585393682,202.1225,-17.821701775676637,1.0106125000000001
CALL,AAPL  250711C00215000,AAPL 07/11/2025 215.00 C,OPR,2.56,2.87,2.91,2.72,12,5,12X5,350,2.95,2.19,0,2.91,3225,1748635169330,1748635199970,0.01,26.348,0.261,0.018,-0.078,0.222,0.057,29,2.91,2.715,29,215.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,0.34,-0.19,-6.54,-14.15,17.06,AAPL,A,3.4,2.19,true,false,false,false,197.44,19744.65,20.0,-194.88,1755.3499999999985,255.34999999999854,-235.35,180.0,-0.9744,0.08890256347922088,0.012932617189972906,2.1,490.69999999999857,0.11239060177000264,1753.2499999999986,-2.084979817293387,-0.5325,-7.449543233482043,200.5325,-18.119467459811577,1.0026625
CALL,AAPL  250718C00195000,AAPL 07/18/2025 195.00 C,OPR,12.55,12.75,12.8,12.65,43,2,43X2,1,13.4,10.7,0,12.4,581,1748635186174,1748635199845,0.4,30.421,0.642,0.017,-0.097,0.275,0.156,3243,6.95,12.593,29,195.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,3.23,0.25,2.02,5.85,6.95,AAPL,A,70.62,7.25,true,false,true,false,187.45,18745.65,20.0,-174.89999999999998,754.3499999999985,1254.3499999999985,-1234.35,180.0,-0.8744999999999999,0.04024133598994959,0.06691419075892266,2.45,2488.6999999999985,0.4984424413674851,751.8999999999985,-2.0162028598047543,-10.518999999999998,-0.6091465143597833,210.519,-15.018653955688476,1.052595
CALL,AAPL  250718C00200000,AAPL 07/18/2025 200.00 C,OPR,9.45,9.7,9.7,9.57,21,36,21X36,1,10.23,7.95,0,9.37,6170,1748635186142,1748635200725,0.33,29.397,0.555,0.018,-0.098,0.291,0.137,6559,8.85,9.534,29,200.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,3.52,0.2,2.17,0.85,8.85,AAPL,A,66.46,5.7,true,false,true,false,190.55,19055.65,20.0,-181.10000000000002,944.3499999999985,944.3499999999985,-924.3499999999999,180.0,-0.9055000000000001,0.0495574803273569,0.0495574803273569,2.45,1868.6999999999985,0.369152659581332,941.8999999999985,-2.0216368258776423,-7.418999999999999,-1.0189863147076308,207.419,-15.059131458068151,1.037095
CALL,AAPL  250718C00205000,AAPL 07/18/2025 205.00 C,OPR,6.95,7.05,7.0,7.0,1,17,1X17,44,7.5,5.6,0,6.85,2606,1748635197428,1748635199880,0.15,28.667,0.462,0.019,-0.094,0.292,0.115,9024,7.0,7.0,29,205.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,2.19,0.15,2.19,-4.15,11.15,AAPL,A,61.32,4.6,true,false,false,false,193.05,19305.65,20.0,-186.10000000000002,1194.3499999999985,694.3499999999985,-674.35,180.0,-0.9305000000000001,0.06186530886035945,0.035966154985716536,2.45,1368.6999999999985,0.2679111544854395,1191.8999999999985,-2.0296581893675367,-4.9190000000000005,-1.767479795358491,204.919,-15.11888243100308,1.0245950000000001
CALL,AAPL  250718C00210000,AAPL 07/18/2025 210.00 C,OPR,4.85,4.95,5.0,4.9,12,61,12X61,4,5.29,3.9,0,4.85,2337,1748635177415,1748635199968,0.15,27.847,0.368,0.018,-0.086,0.277,0.093,14721,5.0,4.9,29,210.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,3.09,0.05,1.03,-9.15,14.15,AAPL,A,57.5,3.58,true,false,false,false,195.15,19515.65,20.0,-190.3,1484.3499999999985,484.34999999999854,-464.34999999999997,180.0,-0.9515000000000001,0.07605947022005408,0.02481854306671817,2.45,948.6999999999985,0.18487282080310474,1481.8999999999985,-2.043070959405618,-2.819,-3.1913427371594674,202.819,-15.218793881286745,1.014095
CALL,AAPL  250718C00215000,AAPL 07/18/2025 215.00 C,OPR,3.25,3.35,3.35,3.3,19,999,19X999,5,3.6,2.55,0,3.3,14849,1748635199312,1748635199968,0.05,27.21,0.28,0.017,-0.074,0.248,0.071,25496,3.35,3.299,29,215.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,1.52,0.0,0.0,-14.15,17.5,AAPL,A,53.6,2.55,true,false,false,false,196.75,19675.65,20.0,-193.5,1824.3499999999985,324.34999999999854,-304.35,180.0,-0.9675,0.09272120616091455,0.01648484294038563,2.45,628.6999999999986,0.12279525863756642,1821.8999999999985,-2.0657138163298785,-1.2190000000000003,-5.986200098570719,201.219,-15.38746006041644,1.006095
