put_call,symbol,description,exchange_name,bid,ask,last,mark,bid_size,ask_size,bid_ask_size,last_size,high_price,low_price,open_price,close_price,total_volume,trade_time_in_long,quote_time_in_long,net_change,volatility,delta,gamma,theta,vega,rho,open_interest,time_value,theoretical_option_value,theoretical_volatility,strike_price,expiration_date,days_to_expiration,expiration_type,last_trading_day,multiplier,settlement_type,deliverable_note,percent_change,mark_change,mark_percent_change,intrinsic_value,extrinsic_value,option_root,exercise_type,high_52_week,low_52_week,penny_pilot,non_standard,in_the_money,mini
CALL,AAPL  250620C00205000,AAPL 06/20/2025 205.00 C,OPR,3.95,4.05,4.06,4.0,30,1,30X1,3,4.51,2.86,0,3.9,5120,1748635196661,1748635200726,0.16,29.355,0.409,0.027,-0.138,0.187,0.045,21926,4.06,4.0,29,205.0,2025-06-20T20:00:00.000+00:00,21,S,1750464000000,100,P,100 AAPL,4.1,0.1,2.56,-4.15,8.21,AAPL,A,60.25,2.86,true,false,false,false
CALL,AAPL  250620C00207500,AAPL 06/20/2025 207.50 C,OPR,3.05,3.15,3.15,3.1,88,88,88X88,1,3.5,2.2,0,3.0,1813,1748635188240,1748635199993,0.15,29.196,0.342,0.026,-0.129,0.177,0.038,1736,3.15,3.1,29,207.5,2025-06-20T20:00:00.000+00:00,21,S,1750464000000,100,P,100 AAPL,5.01,0.1,3.51,-6.65,9.8,AAPL,A,8.2,2.2,true,false,false,false
CALL,AAPL  250627C00195000,AAPL 06/27/2025 195.00 C,OPR,10.4,10.6,11.15,10.5,17,22,17X22,1,11.15,8.5,0,10.23,130,1748635103488,1748635200723,0.92,31.225,0.66,0.021,-0.125,0.204,0.094,739,5.3,10.442,29,195.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,9.0,0.27,2.68,5.85,5.3,AAPL,A,21.9,8.5,true,false,true,false
CALL,AAPL  250627C00200000,AAPL 06/27/2025 200.00 C,OPR,7.3,7.45,7.39,7.38,7,15,7X15,1,8.01,5.75,0,7.17,1625,1748635199959,1748635199960,0.22,30.117,0.548,0.024,-0.128,0.22,0.079,3372,6.54,7.352,29,200.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,3.07,0.2,2.84,0.85,6.54,AAPL,A,17.5,5.75,true,false,true,false
CALL,AAPL  250627C00205000,AAPL 06/27/2025 205.00 C,OPR,4.8,4.95,4.93,4.88,16,18,16X18,4,5.39,3.65,0,4.75,1829,1748635195174,1748635199906,0.18,29.189,0.427,0.024,-0.121,0.218,0.062,11721,4.93,4.875,29,205.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,3.79,0.13,2.63,-4.15,9.08,AAPL,A,14.06,3.65,true,false,false,false
CALL,AAPL  250627C00210000,AAPL 06/27/2025 210.00 C,OPR,2.98,3.1,3.05,3.04,9,917,9X917,1,3.37,2.25,0,3.0,1279,1748635196034,1748635199975,0.05,28.49,0.311,0.022,-0.105,0.197,0.046,2292,3.05,3.039,29,210.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,1.67,0.04,1.5,-9.15,12.2,AAPL,A,10.85,2.25,true,false,false,false
CALL,AAPL  250627C00215000,AAPL 06/27/2025 215.00 C,OPR,1.76,1.82,1.83,1.79,33,3,33X3,5,2.03,1.28,0,1.77,991,1748635194455,1748635199970,0.06,28.034,0.21,0.018,-0.084,0.161,0.031,6795,1.83,1.79,29,215.0,2025-06-27T20:00:00.000+00:00,28,W,1751068800000,100,P,100 AAPL,3.39,0.02,1.13,-14.15,15.98,AAPL,A,7.89,1.28,true,false,false,false
CALL,AAPL  250703C00195000,AAPL 07/03/2025 195.00 C,OPR,11.05,11.25,11.8,11.15,3,16,3X16,1,11.8,9.0,0,11.13,590,1748635103475,1748635199974,0.67,30.573,0.652,0.02,-0.112,0.226,0.112,1548,5.95,10.987,29,195.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,6.02,0.02,0.21,5.85,5.95,AAPL,A,13.2,9.0,true,false,true,false
CALL,AAPL  250703C00200000,AAPL 07/03/2025 200.00 C,OPR,7.8,8.25,8.52,8.03,28,58,28X58,2,8.64,6.4,0,8.21,1164,1748635133563,1748635199901,0.31,29.858,0.548,0.022,-0.115,0.243,0.095,684,7.67,8.0,29,200.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,3.78,-0.18,-2.25,0.85,7.67,AAPL,A,10.3,5.55,true,false,true,false
CALL,AAPL  250703C00205000,AAPL 07/03/2025 205.00 C,OPR,5.2,5.6,5.75,5.4,72,11,72X11,1,5.98,4.3,0,5.38,972,1748635168156,1748635199992,0.38,28.55,0.437,0.022,-0.108,0.241,0.077,706,5.75,5.4,29,205.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,7.07,0.03,0.47,-4.15,9.9,AAPL,A,7.8,4.3,true,false,false,false
CALL,AAPL  250703C00210000,AAPL 07/03/2025 210.00 C,OPR,3.3,3.65,3.65,3.47,96,6,96X6,7,3.92,2.68,0,3.5,1150,1748635145666,1748635199869,0.15,27.75,0.326,0.021,-0.095,0.221,0.058,549,3.65,3.475,29,210.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,4.29,-0.03,-0.71,-9.15,12.8,AAPL,A,5.3,2.68,true,false,false,false
CALL,AAPL  250703C00215000,AAPL 07/03/2025 215.00 C,OPR,1.96,2.44,2.4,2.2,74,81,74X81,1,2.45,1.67,0,2.19,383,1748635119598,1748635199901,0.21,27.612,0.232,0.018,-0.08,0.187,0.041,406,2.4,2.2,29,215.0,2025-07-03T20:00:00.000+00:00,34,W,1751587200000,100,P,100 AAPL,9.57,0.01,0.23,-14.15,16.55,AAPL,A,3.9,1.67,true,false,false,false
CALL,AAPL  250711C00195000,AAPL 07/11/2025 195.00 C,OPR,10.9,12.1,11.7,11.5,107,7,107X7,1,11.7,9.95,0,11.84,62,1748634582065,1748635199996,-0.14,31.252,0.655,0.017,-0.114,0.252,0.137,16,5.85,12.434,29,195.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,-1.18,-0.34,-2.87,5.85,5.85,AAPL,A,12.65,9.95,true,false,true,false
CALL,AAPL  250711C00200000,AAPL 07/11/2025 200.00 C,OPR,8.8,9.05,9.05,8.93,1,3,1X3,2,9.05,7.4,0,8.41,139,1748634905193,1748635199846,0.64,28.477,0.565,0.02,-0.109,0.269,0.121,33,8.2,8.865,29,200.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,7.61,0.52,6.14,0.85,8.2,AAPL,A,10.5,7.4,true,false,true,false
CALL,AAPL  250711C00205000,AAPL 07/11/2025 205.00 C,OPR,5.25,7.45,6.77,6.35,119,130,119X130,1,6.77,5.05,0,6.3,37,1748634980143,1748635201603,0.47,27.917,0.462,0.021,-0.105,0.271,0.1,46,6.77,6.35,29,205.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,7.47,0.05,0.86,-4.15,10.92,AAPL,A,7.75,5.05,true,false,false,false
CALL,AAPL  250711C00210000,AAPL 07/11/2025 210.00 C,OPR,4.15,5.4,4.35,4.78,1,119,1X119,1,4.35,3.35,0,4.18,63,1748635151301,1748635199971,0.17,29.05,0.37,0.019,-0.101,0.258,0.08,12,4.35,4.775,29,210.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,4.06,0.59,14.14,-9.15,13.5,AAPL,A,4.92,3.35,true,false,false,false
CALL,AAPL  250711C00215000,AAPL 07/11/2025 215.00 C,OPR,2.56,2.87,2.91,2.72,12,5,12X5,350,2.95,2.19,0,2.91,3225,1748635169330,1748635199970,0.01,26.348,0.261,0.018,-0.078,0.222,0.057,29,2.91,2.715,29,215.0,2025-07-11T20:00:00.000+00:00,42,W,1752278400000,100,P,100 AAPL,0.34,-0.19,-6.54,-14.15,17.06,AAPL,A,3.4,2.19,true,false,false,false
CALL,AAPL  250718C00195000,AAPL 07/18/2025 195.00 C,OPR,12.55,12.75,12.8,12.65,43,2,43X2,1,13.4,10.7,0,12.4,581,1748635186174,1748635199845,0.4,30.421,0.642,0.017,-0.097,0.275,0.156,3243,6.95,12.593,29,195.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,3.23,0.25,2.02,5.85,6.95,AAPL,A,70.62,7.25,true,false,true,false
CALL,AAPL  250718C00200000,AAPL 07/18/2025 200.00 C,OPR,9.45,9.7,9.7,9.57,21,36,21X36,1,10.23,7.95,0,9.37,6170,1748635186142,1748635200725,0.33,29.397,0.555,0.018,-0.098,0.291,0.137,6559,8.85,9.534,29,200.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,3.52,0.2,2.17,0.85,8.85,AAPL,A,66.46,5.7,true,false,true,false
CALL,AAPL  250718C00205000,AAPL 07/18/2025 205.00 C,OPR,6.95,7.05,7.0,7.0,1,17,1X17,44,7.5,5.6,0,6.85,2606,1748635197428,1748635199880,0.15,28.667,0.462,0.019,-0.094,0.292,0.115,9024,7.0,7.0,29,205.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,2.19,0.15,2.19,-4.15,11.15,AAPL,A,61.32,4.6,true,false,false,false
CALL,AAPL  250718C00210000,AAPL 07/18/2025 210.00 C,OPR,4.85,4.95,5.0,4.9,12,61,12X61,4,5.29,3.9,0,4.85,2337,1748635177415,1748635199968,0.15,27.847,0.368,0.018,-0.086,0.277,0.093,14721,5.0,4.9,29,210.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,3.09,0.05,1.03,-9.15,14.15,AAPL,A,57.5,3.58,true,false,false,false
CALL,AAPL  250718C00215000,AAPL 07/18/2025 215.00 C,OPR,3.25,3.35,3.35,3.3,19,999,19X999,5,3.6,2.55,0,3.3,14849,1748635199312,1748635199968,0.05,27.21,0.28,0.017,-0.074,0.248,0.071,25496,3.35,3.299,29,215.0,2025-07-18T20:00:00.000+00:00,49,S,1752883200000,100,P,100 AAPL,1.52,0.0,0.0,-14.15,17.5,AAPL,A,53.6,2.55,true,false,false,false
